search_topic,title,authors,year,publication_date,type,journal,doi,url,cited_by_count
patristics,‘A Sabbath Rest Still Remains’: The Reception and Transformation of Hebrews 4.9 in Late Antiquity,Luke Drake,2026,2026-09-16,article,New Testament Studies,https://doi.org/10.1017/s002868852400050x,https://openalex.org/W7213313261,0
Irenaeus,Works for 9/15/2026 - Wolfhart Pannenberg,Ryan MacLean,2026,2026-09-16,conference-paper,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22779388,https://openalex.org/W7213401333,0
theology of the flesh,Hope,David Chandler,2026,2026-09-16,book,,https://doi.org/10.4324/9781003632719,https://openalex.org/W7213347071,0
Irenaeus,On Whether the Rich Can Be Saved: Clement of Alexandria and Gnostic Conceptions of Wealth,Łukasz Koszałka,2026,2026-09-15,article,Vox Patrum,https://doi.org/10.31743/vp.19955,https://openalex.org/W7213221740,0
Irenaeus,Patristic Strands in Kenneth Escott Kirk's Moral Theology,Sławomir Nowosad,2026,2026-09-15,article,Vox Patrum,https://doi.org/10.31743/vp.19487,https://openalex.org/W7213264263,0
Irenaeus,"Maksym Wyznawca, ""Ambiguum 21""",Karolina Kochańczyk-Bonińska,2026,2026-09-15,article,Vox Patrum,https://doi.org/10.31743/vp.20187,https://openalex.org/W7213266973,0
Irenaeus,Pauline cosmological redemption and the goodness of creation: Christian ecological concern in the Indonesian context,Herry Susanto,2026,2026-09-14,dissertation,Otago University Research Archive (University of Otago),https://doi.org/10.82348/our-archive.00355,https://openalex.org/W7212494704,0
Irenaeus,God is Most Glorified in Himself When Christ is Most Penalised for Me ?,S. Mark Hamilton,2026,2026-09-14,article,The Heythrop Journal,https://doi.org/10.1111/heyj.70105,https://openalex.org/W7213291027,0
Irenaeus,Kasih Insani Yesus Bagi Dunia yang Rentan: Mendalami Dokumen Komisi Teologi Internasional (KTI) Perihal 1700 Tahun Nicea,"Andreas Bernadinus Atawolo, Raymond R. Tjandrawinata",2026,2026-09-13,article,Dunamis Jurnal Teologi dan Pendidikan Kristiani,https://doi.org/10.30648/dun.v11i1.2178,https://openalex.org/W7212432620,0
Irenaeus,Ireneusz z Lyonu wobec walentynian w sporze o publiczny wymiar objawienia,Łukasz Koszałka,2026,2026-09-11,article,Śląskie Studia Historyczno-Teologiczne,https://doi.org/10.31261/ssht.2026.59.1.01,https://openalex.org/W7213472300,0
pneumatology,Critical Issues in Christian Ethics,,2026,2026-09-11,book,,https://doi.org/10.3390/books978-3-7258-8704-0,https://openalex.org/W7213947305,0
Irenaeus,Excerpting History in the Syriac World,Giorgia Nicosia,2026,2026-09-09,book,,https://doi.org/10.1515/9783112244135,https://openalex.org/W7207992725,0
pneumatology,"Resonating the Simple Touch: A Fractal-Acoustic Integration of the Living Flame of Love (Stanzas 3–4), the Dark Night of the Spirit, and the Connexio Virtutum under Divine Simplicity",Fr Joseph Gee,2026,2026-09-09,article,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22161648,https://openalex.org/W7204670496,0
Irenaeus,"Asleep Until the Resurrection? Soul Sleep, Consciousness, and the Limits of Biblical Inference",Daniel J. Grace,2026,2026-09-09,preprint,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22672461,https://openalex.org/W7212045788,0
Irenaeus,Mitochondrial DNA Copy Number Is Associated With Visual Field Progression in Primary Open-Angle Glaucoma,"Anh H. Pham, Katelyn Kane, Douglas Rodrigues da Costa, Felipe Andrade Medeiros",2026,2026-09-08,preprint,medRxiv,https://doi.org/10.64898/2026.09.05.26362328,https://openalex.org/W7212033969,0
Irenaeus,"Ecological conditions effect on the Anatomical characters of Myrtus communis in Kasnazan, Shameran and Erbil Center in Kurdistan Region of Iraq","Chnar N. Fathulla, Rasty Muhammad, Serwan Al-dabbagh",2026,2026-09-07,preprint,Research Square,https://doi.org/10.21203/rs.3.rs-10392979/v1,https://openalex.org/W7211896911,0
Irenaeus,Grace and the Remaking of the Human Person: The Doctrine of Grace and its Impact on Identity,Kenneth J Howell,2026,2026-09-07,dissertation,Figshare,https://doi.org/10.6084/m9.figshare.33442786,https://openalex.org/W7211887898,0
Irenaeus,"Sophia, the Demiurge, and the Fractured Pleroma Valentinian Christianity, Creation, and Salvation in the Second Century",Daniel J. Grace,2026,2026-09-07,article,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22648553,https://openalex.org/W7211876667,0
pneumatology,"The Dove Descending. Knowing and Loving in Spirit and Truth by George Westhaver and Jonathan Price (eds.), James Clarke, Cambridge, 2025, pp. xii + 358, £29.50, pbk",Aidan Nichols,2026,2026-09-04,book-review,New Blackfriars,https://doi.org/10.1017/nbf.2026.10153,https://openalex.org/W7208717847,0
pneumatology,Intercultural education in global Pentecostalism: A case study of the Redeemed Christian Church of God,"Kola Aiyedogbon, Marilyn Naidoo",2026,2026-09-03,article,African Journal of Pentecostal Studies,https://doi.org/10.4102/ajops.v3i1.167,https://openalex.org/W7207654475,0
Irenaeus,Works for 9/3/2026 - Mary Ward,Ryan MacLean,2026,2026-09-03,conference-paper,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22283044,https://openalex.org/W7207611705,0
pneumatology,"Lord, giver and renewer of life: revivals, tribal theology and an emerging Naga pneumatology",Elilo Nsanthung Ezung,2026,2026-09-03,dissertation,ERA,https://doi.org/10.7488/era/7740,https://openalex.org/W7207688182,0
Irenaeus,With Arms Wide Open: Grounding Gen Z in the Gospel by Expounding the Apostles’ Creed,Andrew Slay,2026,2026-09-03,article,Gospel Leadership,https://doi.org/10.56505/001c.168678,https://openalex.org/W7207827358,0
pneumatology,"Rhythms of Breath, Rhythms of Love",Lenart Škof,2026,2026-09-02,article,dCOBISS.SI Digital Repository,https://doi.org/10.19205/76.26.15,https://openalex.org/W7172527438,0
pneumatology,"Watkins, Clare and Butler, James. 2026. Christian Faith and Christian Learning. A Theological Action Research Account",Felix EIFFLER,2026,2026-09-02,article,Ecclesial Futures,https://doi.org/10.54195/ef27982,https://openalex.org/W7207535016,0
pneumatology,"Fischer, Mario, and Thomas-Andreas Põder (eds.). 2025. Die Kirche Jesu Christi / The Church of Jesus Christ: The Contribution of the Reformation towards Ecumenical Dialogue",Patrick Todjeras,2026,2026-09-02,article,Ecclesial Futures,https://doi.org/10.54195/ef27984,https://openalex.org/W7207686091,0
Irenaeus,The Grace of Marriage According to Irenaeus and Erasmus,Cyril Pasquier,2026,2026-09-02,book-chapter,,https://doi.org/10.4324/9781003674948-17,https://openalex.org/W7205016666,0
Irenaeus,Christian Humanism: A Brief Definitional History,Jens Zimmermann,2026,2026-09-02,article,Modern Theology,https://doi.org/10.1111/moth.70137,https://openalex.org/W7205009205,0
Irenaeus,"“Freely I have Received thy Grace” (Odes of Solomon 5,3a)",István M. Bugár,2026,2026-09-02,book-chapter,,https://doi.org/10.4324/9781003674948-7,https://openalex.org/W7205017414,0
Irenaeus,KOŚCIÓŁ JAKO IKONA TRÓJCY ŚWIĘTEJ. PERSPEKTYWA TEOLOGII PRAWOSŁAWNEJ,Wojciech Słomski,2026,2026-09-01,article,Studia Theologica Varsaviensia,https://doi.org/10.21697/stv.17299,https://openalex.org/W7204875020,0
Irenaeus,Technology development through comparative evaluation of yield performance and income generation potential of yard-long bean varieties under farmers’ field conditions,"P Bijaya Devi, AK Mohanty, Birendrajit ., Shubham Shrikant Rathod, Y Prabhabati Devi, Elizabeth Wahengbam, Jotish Nongthombam, Nagung Camder Tok, A Debnath, Bendangla Imsong, Kolom Rabi, Priyadarshini Salam, R Das",2026,2026-09-01,article,International Journal of Agriculture Extension and Social Development,https://doi.org/10.33545/26180723.2026.v9.i9k.4280,https://openalex.org/W7214127096,0
Irenaeus,Mitmekeelne luule XVII sajandi Eesti- ja Liivimaal: Taust ja eripärad,Janika Päll,2026,2026-09-01,article,Keel ja Kirjandus,https://doi.org/10.54013/kk824a2,https://openalex.org/W7213891600,0
Irenaeus,Purging Homoousios of Sabellian Imprint: Athanasius’ Post-325 Clarification of The Nicene Faith,"Joseph Nguyen Huu Thap, Jannel Abogado",2026,2026-09-01,article,Philippiniana Sacra,https://doi.org/10.55997/3001pslxi186a1,https://openalex.org/W7213517460,0
Irenaeus,Comorbidity Burden and Survival After Primary Surgery for Oral Cavity Squamous Cell Carcinoma: Tumor Stage as an Effect Modifier,"Mateusz Szewczyk, Krzysztof Przybylski, Bartosz Nowak, Bartosz Paweł Wojtera, Dominika Wojnar, Damian Rusek, Jakub Pazdrowski",2026,2026-09-01,article,Cancers,https://doi.org/10.3390/cancers18172825,https://openalex.org/W7204947000,0
Irenaeus,"The Hymn of the Pearl: Apocryphal Acts, Women and Later Greek Conceptions of the Soul",Lautaro Roig Lanzillotta,2026,2026-09-01,article,COMMUNIO VIATORUM,https://doi.org/10.14712/30296374.2026.11,https://openalex.org/W7204898913,0
pneumatology,ANALISIS KRITIS TERHADAP POKOK-POKOK TEOLOGI JOHN WESLEY DARI PERSPEKTIF KRISTEN ORTODOKS TIMUR,"Sulistiono, Jeane Yosefa Tine",2026,2026-08-31,article,Jurnal Teologi RAI,https://doi.org/10.63276/jurnalrai.v3i2.155,https://openalex.org/W7204937824,0
Irenaeus,"The Borrowed Name: Counterfeit Sanctity, Artificial Intelligence, and the Architecture of the Final Deception",Sergio Ismael Cayuqueo V,2026,2026-08-31,article,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22181852,https://openalex.org/W7204697501,0
Irenaeus,The Whole Story Matters: An Orthodox Christian Perspective on Israel’s Covenantal Life and the Jewish Jesus,Geoffrey Ready,2026,2026-08-31,article,Studies in Christian-Jewish Relations,https://doi.org/10.6017/scjr.v21i1.21970,https://openalex.org/W7204751889,0
Irenaeus,github.com/kbolton-lab/ArCH/ArCH-PoN-Pileup,Irenaeus Chan,2026,2026-08-28,software,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22150241,https://openalex.org/W7204588312,0
Irenaeus,github.com/kbolton-lab/ArCH/ArCH-PoN2,Irenaeus Chan,2026,2026-08-28,software,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22150237,https://openalex.org/W7204555761,0
pneumatology,The Role of Ghanian Pentecostal-Charismatic Churches in Fighting Sexual Violence Against Women,Christian Tsekpoe,2026,2026-08-28,article,Salubritas,https://doi.org/10.31380/2771-1242.1073,https://openalex.org/W7204665978,0
pneumatology,Full Issue Salubritas 5 (2026),Editors Salubritas,2026,2026-08-28,article,Salubritas,https://doi.org/10.31380/2771-1242.1068,https://openalex.org/W7212711527,0
pneumatology,"Urban Growth, Youth Dynamics and the Emergence of a Hybrid Liturgical Identity in the Diocese of Lagos, 1990–2020","Oluwole Alfred Adefoluke, Samson Ola Akinyosoye",2026,2026-08-28,article,,https://doi.org/10.68251/cjmr.v3i4.17,https://openalex.org/W7214085903,0
Irenaeus,github.com/kbolton-lab/ArCH/ArCH-WGS-VariantCalling,Irenaeus Chan,2026,2026-08-28,software,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22150240,https://openalex.org/W7204533916,0
Irenaeus,"Fluoroscopy-Guided Lumbar Puncture: Historical Evolution, Contemporary Techniques, Clinical Applications, and Patient Safety Considerations","Indunil Karunarathna, Asoka Karunarathna",2026,2026-08-27,article,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.22121290,https://openalex.org/W7204461090,0
Irenaeus,"Agonistic anti-CD40 antibodies in patients with solid tumors: a systematic review and evidence map of clinical safety, with exploratory proportional synthesis","Xinrui Yin, Shijia Du",2026,2026-08-27,review,Frontiers in Immunology,https://doi.org/10.3389/fimmu.2026.1908586,https://openalex.org/W7204442224,0
Irenaeus,Ultrasound-Assisted Osmotic Pretreatment of Myrtle (Myrtus communis L.) Berries with Grape Molasses: Impacts on Convective Drying Quality,"Sevinç Şener, İsmail BOYAR, Esra Gölcü, Doğan Ergün, Luca Mazzoni, Ebru Kafkas, Can Ertekin, Deniz Hazar",2026,2026-08-27,article,Plants,https://doi.org/10.3390/plants15172616,https://openalex.org/W7204439736,0
Irenaeus,Does Science Make God Irrelevant?,Hans Madueme,2026,2026-08-27,article,Perspectives on Science and Christian Faith,https://doi.org/10.56315/pscf9-26madueme,https://openalex.org/W7204231634,0
pneumatology,Beyond ‘Tonguelutation’,Samora Harry Ayivor,2026,2026-08-26,article,Journal of Pentecostal Theology,https://doi.org/10.1163/17455251-bja10089,https://openalex.org/W7204253645,0
pneumatology,THE ROLE OF PENTECOSTALISM AND CHARISMATISM IN AFRICAN MISSION,UBUO EFFIONG EDET,2026,2026-08-26,article,AFRICAN JOURNAL OF RELIGION CULTURE AND SOCIETY 3141-4370,https://doi.org/10.67273/ajrcs.v10.i2.16,https://openalex.org/W7204258659,0
pneumatology,Green Church,Jefri Hina Remi Katu,2026,2026-08-25,article,Journal of Pentecostal Theology,https://doi.org/10.1163/17455251-bja10094,https://openalex.org/W7204182061,0
pneumatology,Trinitariophany,Henrique Mata de Vasconcelos,2026,2026-08-25,article,Journal of Pentecostal Theology,https://doi.org/10.1163/17455251-bja10087,https://openalex.org/W7204158023,0
pneumatology,Richard Sibbes and the Spirit of Christ in reformed mystical theology,Samuel J. Musgrave,2026,2026-08-25,dissertation,,https://doi.org/10.7488/era/7711,https://openalex.org/W7204189710,0
pneumatology,"A Systematic Theological Critique of Iglesia Ni Cristo Unitarianism: The Trinity, Christology, and Pneumatology in Biblical and Nicene Perspective",Russell Tolentino,2026,2026-08-24,article,,https://doi.org/10.13140/rg.2.2.14769.75368,https://openalex.org/W7204086376,0
Irenaeus,"Motixafortide, cemiplimab, gemcitabine and nab-paclitaxel in metastatic pancreatic cancer: a single-arm phase 2 study with single-cell correlatives","Alexander G. Raufi, Edridge K. D’Souza, Michael S. May, Sarah StaAna Sedycias, Ilenia Pellicciotta, Samuel Pan, Shikun Wang, Carmine Palermo, Steven A. Sastra, Naomi Sender, Isabelle Ross, Li Li, Karan D. Luthria, Parin Shah, Somnath Tagore, Zachary H. Walsh, Andrew Turk, Bircan Sema, Alina Iuga, Sun Dajiang, Michael D. Kluger, Beth Schrope, Dane Brown, Tito Fojo, Juan M. Schvartzman, Yoanna Pumpalova, Ryan H. Moy, Susan Bates, Linda Y. Wu, Hanina Hibshoosh, Aik Choon Tan, Gary K. Schwartz, John A. Chabot, Kenneth P. Olive, Benjamin Izar, Gulam A Manji",2026,2026-08-21,article,Nature Communications,https://doi.org/10.1038/s41467-026-76559-4,https://openalex.org/W7203954859,0
pneumatology,The Word of Faith Which We Preach: Perspectives on Core Doctrines of Word of Faith Theology,James Clifford Crew,2026,2026-08-20,article,Scholars Crossing (Liberty University),,https://openalex.org/W7203962603,0
pneumatology,Jesus’ Bat and Echoing Narratives,Ali B. Langroudi,2026,2026-08-18,article,Ancient Narrative,https://doi.org/10.21827/an.20.43226,https://openalex.org/W7203724483,0
pneumatology,"One Heart and One Soul under Trial. Barnabas, Ananias and Sapphira in Acts 4:32–5:11: Luke’s Portrait of the Restored People of God",Matjaž Celarc,2026,2026-08-17,article,Edinost in dialog,https://doi.org/10.34291/edinost/81/02/celarc,https://openalex.org/W7203626155,0
pneumatology,"A Critical Analysis of the Ethiopic Manuscript of 1 Enoch (Kebrān 9) and the Theological Implications of Textual Variants in 1 Enoch 1:9, 14:2, and 15:11",Rev. Adrian Mętel,2026,2026-08-17,article,Resovia Sacra,https://doi.org/10.52097/rs.2025.249-272,https://openalex.org/W7203709037,0
pneumatology,Examination of Theological and Philosophical Foundations For Curriculum Development in Online Theological Education,Omolara A. AREO,2026,2026-08-10,article,INTERNATIONAL JOURNAL OF EDUCATION AND EVALUATION,https://doi.org/10.56201/ijee.v12.no.2.2026.pg675.685,https://openalex.org/W7202075409,0
pneumatology,Epistemologi Teologi Religionum: Menginternalisasi Doktrin Soteriologi Dalam Konteks Dialog Antaragama,Boy Anto Ando Silitonga,2026,2026-08-04,article,Mitra Sriwijaya Jurnal Teologi dan Pendidikan Kristen,https://doi.org/10.46974/ms.v7i1.190,https://openalex.org/W7202173364,0
pneumatology,Algorithmic Habitus and the Invisible Mission: Sanctification as the Reordering of Desire,Åke Elden,2026,2026-08-03,article,New Blackfriars,https://doi.org/10.1017/nbf.2026.10162,https://openalex.org/W7172335221,0
pneumatology,Reconciling the Irreconcilable: Sacramental Presence and Mystical Union in John Calvin and Ignatius of Loyola,Hansol Goo,2026,2026-08-01,article,Religions,https://doi.org/10.3390/rel17080912,https://openalex.org/W7172305463,0
pneumatology,Akal Rohani Imitasi di Realitas Gereja Virtual,Josua Estomihi Butarbutar,2026,2026-07-31,article,Indonesian Journal of Theology,https://doi.org/10.46567/ijt.v14i1.651,https://openalex.org/W7171869228,0
pneumatology,Contemporary Pentecostal-Charismatic Movements: Spread and Broad Impact,Peter Zimmerling,2026,2026-07-31,article,Diffusion fundamentals.,https://doi.org/10.62721/diffusion-fundamentals.40.1287,https://openalex.org/W7172012032,0
pneumatology,The Role of Women in New Testament Ministry and Its Implications for Contemporary Church Practice: A Biblical-Theological Exploration,Jezreel Smith Mietuade,2026,2026-07-31,article,International Journal of Religion Humanity and Cultural Heritage,https://doi.org/10.66324/ijrch.v1i4.238,https://openalex.org/W7213881214,0
pneumatology,The Internal Coherence of Cyril of Alexandria’s Pneumatology: Interpreting the 7th Dialogue of the Dialogues on the Trinity,Matthew J. Pereira,2026,2026-07-29,article,Columbia Academic Commons (Columbia University),https://doi.org/10.7916/dk59-py33,https://openalex.org/W7171723401,0
pneumatology,"Faith on the Frontline: Forest Stewardship Activities of the African Church of the Holy Spirit in the Conservation of Malava Forest, Western Kenya","Gerlinda Akinyi Ademba, Edith Simiyu, Nelly Masayi",2026,2026-07-27,article,Iconic Research and Engineering Journals,https://doi.org/10.64388/irev10i1-1719867,https://openalex.org/W7171428277,0
pneumatology,I Never Thought I'd Be the Professor!,Kayko Driedger Hesslein,2026,2026-07-25,article,Consensus,https://doi.org/10.51644/mjoa4332,https://openalex.org/W7202377511,0
pneumatology,The Redemption of Disposition,Graham Ward,2026,2026-07-24,book-chapter,,https://doi.org/10.1093/9780197907108.003.0015,https://openalex.org/W7170566496,0
pneumatology,Artificial Intelligence (AI) dalam Dunia Pentakosta dan Misi,Fransiskus Irwan Widjaja,2026,2026-07-24,conference-paper,THECRED Proceedings of the Theology Conference and Religious Education Dialogue,https://doi.org/10.53547/7c4aac46,https://openalex.org/W7212741016,0
pneumatology,Pneumatologi Digital: Menghidupi Amsal 22: 6 dalam Pendidikan Anak Pentakostal,Didimus Sutanto B. Prasetya,2026,2026-07-24,conference-paper,THECRED Proceedings of the Theology Conference and Religious Education Dialogue,https://doi.org/10.53547/ntrm8e09,https://openalex.org/W7212780775,0
pneumatology,AI dan Pohon Pengetahuan: Pembacaan Teologis-Pentakostal tentang Discernment di Era Digital,"Fredy Simanjuntak, Upa Silaen",2026,2026-07-24,conference-paper,THECRED Proceedings of the Theology Conference and Religious Education Dialogue,https://doi.org/10.53547/pmg87997,https://openalex.org/W7212808743,0
pneumatology,Relationship with Christ and being led by The Holy Spirit are key to Carrying out The mission in The Acts of The Apostles,Jimmy Agustin Siregar,2026,2026-07-22,article,Devotion Journal of Research and Community Service,https://doi.org/10.59188/devotion.v7i7.25739,https://openalex.org/W7196994520,0
pneumatology,Trinity and Moderate Communitarianism: The Shape of Social Engagement within the Godhead,Harry Allotey,2026,2026-07-21,article,Scholars Crossing (Liberty University),,https://openalex.org/W7170126819,0
pneumatology,Pneumatology,Doru Costache,2026,2026-07-20,book-chapter,Cambridge University Press eBooks,https://doi.org/10.1017/9781009119177.015,https://openalex.org/W7169731309,0
